person_id,age_band,gender,region,education,digital_engagement_score,wellbeing_0_10,service_support_0_10,response_propensity,responded,invited,weight
P23569,18-24,Woman,South,Degree,90.6,3.6,5.9,0.2891,1,1,0.6220589231931138
P23594,25-34,Man,South,No degree,56.4,8.9,6.6,0.1943,1,1,0.9163799524011521
P23598,35-44,Woman,South,Degree,49.9,8.4,8.7,0.2482,1,1,0.7369565702024881
P23627,18-24,Man,Midlands,No degree,78.2,4.1,6.6,0.1588,1,1,1.0481575554194622
P23657,55-64,Man,London,Degree,63.4,8.0,9.1,0.3322,1,1,0.8548730784146957
P23685,25-34,Woman,South,Degree,45.7,9.4,5.5,0.2594,1,1,0.6139071986888239
P23698,25-34,Woman,North,Degree,83.4,4.7,7.3,0.2898,1,1,0.577735865296503
P23769,55-64,Man,North,No degree,24.7,5.0,5.0,0.0569,1,1,1.2511423903002707
P23774,45-54,Man,North,No degree,67.3,7.3,7.1,0.1952,1,1,1.178524546062652
P23780,35-44,Woman,North,Degree,66.7,5.7,4.6,0.2428,1,1,0.6935351836258383
P23799,25-34,Man,Midlands,No degree,88.3,6.4,6.4,0.2579,1,1,1.0344220533467472
P23812,18-24,Woman,South,No degree,84.3,4.3,7.4,0.1841,1,1,0.9285480405571193
P23953,18-24,Man,South,Degree,55.6,6.9,5.1,0.2294,1,1,0.6220589231931138
P24034,25-34,Woman,Scotland/Wales,No degree,75.5,7.4,9.0,0.2308,1,1,1.0869529152590018
P24075,35-44,Woman,London,No degree,71.3,6.0,7.6,0.2012,1,1,1.055866733559916
P24194,65-74,Woman,North,Degree,40.1,7.0,9.6,0.1338,1,1,1.5206479873762824
P24311,25-34,Man,Scotland/Wales,No degree,77.4,5.6,5.9,0.1906,1,1,1.0869529152590018
P24412,45-54,Woman,South,No degree,55.7,6.2,3.8,0.1334,1,1,1.252310521327989
P24474,65-74,Man,Scotland/Wales,No degree,50.6,5.9,6.8,0.0877,1,1,2.8609488561232124
P24488,18-24,Man,South,Degree,100.0,3.4,7.1,0.3305,1,1,0.6220589231931138
P24575,65-74,Woman,North,No degree,50.8,6.8,6.6,0.1004,1,1,2.2698729274831586
P24593,25-34,Woman,North,Degree,60.5,6.2,6.0,0.2304,1,1,0.577735865296503
P24597,25-34,Man,Midlands,Degree,68.7,6.0,6.2,0.2609,1,1,0.6929867282321883
P24622,65-74,Man,North,Degree,33.5,10.0,7.1,0.1757,1,1,1.5206479873762824
P24623,18-24,Woman,North,No degree,100.0,6.3,5.6,0.3117,1,1,0.873838109125281
P24625,55-64,Man,Midlands,No degree,62.8,6.8,6.7,0.1673,1,1,1.5007291803873264
P24682,45-54,Man,Scotland/Wales,Degree,63.5,8.8,7.3,0.3278,1,1,0.9951174176445505
P24736,25-34,Man,Scotland/Wales,Degree,74.4,6.4,7.6,0.3015,1,1,0.7281785438068972
P24840,25-34,Woman,South,Degree,73.0,5.8,6.0,0.2749,1,1,0.6139071986888239
P24843,25-34,Woman,London,No degree,92.1,7.4,6.2,0.3417,1,1,0.8795690476175343
P24883,35-44,Woman,North,No degree,80.2,9.0,7.9,0.3025,1,1,1.0352407333175977
P24897,45-54,Woman,London,Degree,79.8,6.1,6.6,0.3523,1,1,0.8052551927667212
P24905,18-24,Woman,Scotland/Wales,Degree,82.7,7.7,8.5,0.3934,1,1,0.7378476125060859
P24956,55-64,Man,North,Degree,49.8,7.2,6.7,0.2137,1,1,0.8381734213821421
P24994,55-64,Woman,Scotland/Wales,No degree,67.8,5.5,5.9,0.1554,1,1,1.5769404300291507
P25085,55-64,Man,Midlands,No degree,62.5,10.0,7.9,0.2497,1,1,1.5007291803873264
P25298,18-24,Woman,North,No degree,68.7,7.2,4.3,0.1979,1,1,0.873838109125281
P25420,25-34,Woman,Midlands,No degree,73.6,8.3,7.9,0.2487,1,1,1.0344220533467472
P25468,25-34,Man,North,No degree,96.9,7.2,3.9,0.3269,1,1,0.8623869631624932
P25479,55-64,Man,Scotland/Wales,Degree,54.8,8.6,6.3,0.2771,1,1,1.056434156336229
P25608,35-44,Woman,Midlands,Degree,59.1,4.9,5.7,0.1904,1,1,0.8318865188819854
P25615,18-24,Man,Midlands,No degree,77.4,6.9,6.4,0.2247,1,1,1.0481575554194622
P25617,65-74,Woman,South,No degree,40.9,5.9,5.2,0.0708,1,1,2.411986885348764
P25669,18-24,Man,Midlands,No degree,73.7,5.5,9.6,0.1749,1,1,1.0481575554194622
P25678,35-44,Man,Scotland/Wales,Degree,89.6,7.2,8.3,0.414,1,1,0.8741320565797465
P25679,65-74,Woman,Midlands,Degree,15.6,7.0,6.7,0.079,1,1,1.8239976724033413
P25705,45-54,Man,South,No degree,70.6,6.7,6.5,0.1925,1,1,1.252310521327989
P25707,55-64,Woman,North,No degree,46.9,5.8,6.6,0.1047,1,1,1.2511423903002707
P25735,25-34,Man,London,No degree,58.7,5.0,6.2,0.1369,1,1,0.8795690476175343
P25740,25-34,Man,London,Degree,74.5,8.4,8.1,0.409,1,1,0.5892465987076719
P25822,35-44,Man,South,No degree,79.1,6.3,7.6,0.2152,1,1,1.1000558849386992
P25945,35-44,Man,Scotland/Wales,No degree,53.1,6.5,7.4,0.1317,1,1,1.3048178847091474
P25988,65-74,Woman,South,No degree,45.4,4.9,3.2,0.0675,1,1,2.411986885348764
P25994,35-44,Woman,Scotland/Wales,Degree,77.7,6.8,6.7,0.3324,1,1,0.8741320565797465
P26107,18-24,Man,North,No degree,70.8,7.7,7.1,0.2195,1,1,0.873838109125281
P26116,25-34,Man,North,No degree,88.7,6.0,7.7,0.2476,1,1,0.8623869631624932
P26197,25-34,Non-binary / other,North,No degree,100.0,4.7,4.0,0.2596,1,1,0.8623869631624932
P26214,45-54,Man,North,No degree,51.6,7.9,4.2,0.1548,1,1,1.178524546062652
P26229,35-44,Woman,Scotland/Wales,Degree,67.1,7.6,8.6,0.305,1,1,0.8741320565797465
P26237,25-34,Woman,North,Degree,78.7,4.7,6.3,0.2671,1,1,0.577735865296503
P26250,45-54,Man,South,Degree,41.5,6.8,7.6,0.1728,1,1,0.838955983293333
P26273,55-64,Man,North,No degree,42.0,5.4,3.7,0.0888,1,1,1.2511423903002707
P26332,45-54,Man,North,Degree,49.8,7.8,7.2,0.2303,1,1,0.7895248043822556
P26333,35-44,Man,South,Degree,62.3,6.1,4.3,0.2353,1,1,0.7369565702024881
P26336,25-34,Woman,North,Degree,74.3,7.6,6.5,0.3428,1,1,0.577735865296503
P26458,35-44,Woman,Midlands,Degree,66.1,5.1,7.6,0.2231,1,1,0.8318865188819854
P26471,45-54,Man,Scotland/Wales,No degree,60.4,8.8,7.3,0.2071,1,1,1.4854128665738215
P26570,25-34,Man,Scotland/Wales,Degree,82.3,5.0,9.9,0.2943,1,1,0.7281785438068972
P26581,35-44,Man,North,No degree,76.8,4.6,4.6,0.1651,1,1,1.0352407333175977
P26602,55-64,Man,North,No degree,54.8,5.9,5.8,0.1256,1,1,1.2511423903002707
P26644,25-34,Woman,North,Degree,77.0,5.3,6.7,0.2781,1,1,0.577735865296503
P26678,45-54,Non-binary / other,London,No degree,76.8,5.4,7.7,0.207,1,1,1.202005314149092
P26710,65-74,Woman,South,Degree,19.8,6.7,7.6,0.083,1,1,1.615853891367582
P26736,18-24,Woman,North,No degree,100.0,7.2,7.2,0.3434,1,1,0.873838109125281
P26758,45-54,Woman,Midlands,No degree,61.3,4.5,5.2,0.1183,1,1,1.4136250116619258
P26836,45-54,Man,South,Degree,35.5,6.7,6.8,0.1511,1,1,0.838955983293333
P26858,65-74,Woman,North,No degree,54.3,7.3,7.5,0.1162,1,1,2.2698729274831586
P26891,18-24,Man,Scotland/Wales,Degree,88.5,5.6,8.2,0.3475,1,1,0.7378476125060859
P26943,55-64,Woman,Midlands,Degree,44.8,4.7,6.4,0.1391,1,1,1.005378221891577
P27031,45-54,Man,South,Degree,53.3,7.6,10.0,0.2396,1,1,0.838955983293333
P27038,35-44,Woman,London,Degree,73.0,5.8,7.7,0.3058,1,1,0.7073530874284455
P27207,45-54,Woman,Midlands,No degree,59.2,7.2,6.6,0.1642,1,1,1.4136250116619258
P27338,25-34,Man,London,Degree,88.3,6.3,6.5,0.4079,1,1,0.5892465987076719
P27402,18-24,Woman,South,Degree,89.5,6.9,6.5,0.4018,1,1,0.6220589231931138
P27421,35-44,Woman,Scotland/Wales,Degree,55.5,10.0,8.7,0.3278,1,1,0.8741320565797465
P27471,18-24,Man,Scotland/Wales,Degree,74.5,7.6,5.2,0.3439,1,1,0.7378476125060859
P27477,55-64,Woman,North,No degree,65.3,7.0,9.0,0.1805,1,1,1.2511423903002707
P27560,25-34,Man,Midlands,No degree,96.0,5.2,6.2,0.2565,1,1,1.0344220533467472
P27615,55-64,Woman,London,Degree,78.8,4.1,5.3,0.2783,1,1,0.8548730784146957
P27629,45-54,Woman,London,No degree,57.9,6.3,6.6,0.1608,1,1,1.202005314149092
P27666,55-64,Woman,North,Degree,49.5,7.0,6.6,0.2072,1,1,0.8381734213821421
P27840,35-44,Man,South,Degree,57.0,5.8,4.8,0.2052,1,1,0.7369565702024881
P27855,25-34,Man,South,No degree,91.7,9.3,6.7,0.3749,1,1,0.9163799524011521
P27892,18-24,Woman,Midlands,Degree,82.1,8.2,8.8,0.4091,1,1,0.7021885048292753
P28049,55-64,Woman,London,Degree,51.6,7.1,7.5,0.245,1,1,0.8548730784146957
P28131,55-64,Man,North,Degree,61.5,8.0,7.3,0.2903,1,1,0.8381734213821421
P28147,25-34,Woman,South,No degree,66.2,7.4,6.9,0.1935,1,1,0.9163799524011521
P28212,18-24,Woman,South,Degree,85.3,6.0,5.3,0.3446,1,1,0.6220589231931138
P28288,35-44,Woman,Scotland/Wales,Degree,56.1,7.3,6.2,0.2431,1,1,0.8741320565797465
P28296,18-24,Man,Midlands,Degree,72.5,4.1,4.0,0.222,1,1,0.7021885048292753
P28364,35-44,Man,Midlands,No degree,53.4,7.3,7.0,0.148,1,1,1.2417579240060994
P28373,45-54,Woman,South,Degree,53.8,8.0,8.4,0.2537,1,1,0.838955983293333
P28382,55-64,Man,South,No degree,34.5,6.8,5.6,0.0925,1,1,1.3294748796595566
P28493,35-44,Man,Scotland/Wales,Degree,61.3,5.4,6.8,0.2117,1,1,0.8741320565797465
P28544,45-54,Man,North,No degree,64.9,5.2,7.5,0.1406,1,1,1.178524546062652
P28554,45-54,Woman,South,Degree,70.0,8.2,9.0,0.3412,1,1,0.838955983293333
P28566,25-34,Woman,Midlands,Degree,58.3,6.1,7.5,0.2184,1,1,0.6929867282321883
P28606,25-34,Woman,Midlands,No degree,94.1,9.0,7.2,0.3772,1,1,1.0344220533467472
P28627,45-54,Man,Midlands,No degree,52.9,7.5,6.0,0.1505,1,1,1.4136250116619258
P28699,35-44,Woman,Midlands,No degree,68.0,7.7,6.9,0.2082,1,1,1.2417579240060994
P28710,35-44,Man,Scotland/Wales,Degree,85.1,6.3,6.2,0.3544,1,1,0.8741320565797465
P28727,55-64,Man,North,No degree,57.8,5.8,4.5,0.1318,1,1,1.2511423903002707
P28729,25-34,Woman,North,Degree,47.2,6.9,7.1,0.1957,1,1,0.577735865296503
P28753,25-34,Woman,Midlands,No degree,84.0,6.0,7.7,0.2272,1,1,1.0344220533467472
P28771,25-34,Woman,South,Degree,76.0,7.1,6.3,0.334,1,1,0.6139071986888239
P28800,45-54,Man,North,Degree,72.2,7.8,7.1,0.3387,1,1,0.7895248043822556
P28827,45-54,Woman,South,Degree,52.5,8.2,3.0,0.2539,1,1,0.838955983293333
P28891,55-64,Man,Scotland/Wales,Degree,43.5,4.9,7.6,0.1392,1,1,1.056434156336229
P28931,55-64,Woman,Scotland/Wales,Degree,53.3,7.7,8.0,0.2425,1,1,1.056434156336229
P28987,35-44,Man,South,Degree,55.0,7.2,9.6,0.2354,1,1,0.7369565702024881
P29001,35-44,Woman,Scotland/Wales,Degree,60.7,6.7,6.1,0.2458,1,1,0.8741320565797465
P29012,25-34,Man,Scotland/Wales,Degree,71.9,7.4,9.3,0.3229,1,1,0.7281785438068972
P29025,35-44,Man,North,No degree,74.9,6.8,7.0,0.2118,1,1,1.0352407333175977
P29041,35-44,Woman,North,No degree,84.8,4.8,4.1,0.1983,1,1,1.0352407333175977
P29046,25-34,Woman,London,Degree,81.9,8.2,8.6,0.4446,1,1,0.5892465987076719
P29072,25-34,Man,South,No degree,55.1,7.7,6.5,0.1617,1,1,0.9163799524011521
P29077,55-64,Woman,Midlands,Degree,47.4,9.4,7.3,0.2673,1,1,1.005378221891577
P29097,35-44,Man,London,Degree,64.7,7.3,8.1,0.3145,1,1,0.7073530874284455
P29147,35-44,Man,North,Degree,72.4,3.3,4.5,0.2003,1,1,0.6935351836258383
P29149,35-44,Woman,London,Degree,87.4,6.6,7.9,0.4143,1,1,0.7073530874284455
P29184,25-34,Woman,South,Degree,60.9,7.3,7.1,0.2649,1,1,0.6139071986888239
P29201,65-74,Man,London,No degree,31.4,7.0,7.3,0.0775,1,1,2.315097577214881
P29203,18-24,Man,South,No degree,83.8,7.5,8.0,0.2711,1,1,0.9285480405571193
P29264,45-54,Man,South,Degree,81.2,7.0,8.6,0.3587,1,1,0.838955983293333
P29276,35-44,Woman,Midlands,No degree,64.0,5.5,5.7,0.1438,1,1,1.2417579240060994
P29281,25-34,Woman,North,No degree,79.9,5.8,5.6,0.2052,1,1,0.8623869631624932
P29403,25-34,Woman,North,Degree,65.6,7.7,6.4,0.3008,1,1,0.577735865296503
P29419,18-24,Woman,Midlands,Degree,64.0,9.4,8.5,0.3521,1,1,0.7021885048292753
P29554,25-34,Man,South,No degree,73.0,5.1,5.9,0.1636,1,1,0.9163799524011521
P29642,45-54,Woman,South,Degree,100.0,6.2,7.6,0.4359,1,1,0.838955983293333
P29649,25-34,Man,Midlands,No degree,100.0,6.6,7.2,0.3221,1,1,1.0344220533467472
P29761,35-44,Woman,Scotland/Wales,No degree,65.0,5.1,2.1,0.139,1,1,1.3048178847091474
P29816,35-44,Woman,South,Degree,64.8,7.1,5.8,0.2771,1,1,0.7369565702024881
P29831,25-34,Woman,South,No degree,72.8,3.0,7.1,0.1221,1,1,0.9163799524011521
P29838,45-54,Woman,London,No degree,66.9,6.5,5.3,0.1971,1,1,1.202005314149092
P29865,65-74,Woman,Midlands,Degree,56.0,5.9,7.1,0.1595,1,1,1.8239976724033413
P29932,65-74,Woman,South,Degree,36.4,5.1,3.3,0.0945,1,1,1.615853891367582
P29941,18-24,Woman,North,No degree,53.4,3.6,5.0,0.0877,1,1,0.873838109125281
P29973,45-54,Man,South,Degree,55.4,4.4,4.7,0.1657,1,1,0.838955983293333
P30024,65-74,Man,North,Degree,29.8,7.3,6.8,0.1124,1,1,1.5206479873762824
P30074,25-34,Man,South,Degree,64.6,4.0,7.4,0.1885,1,1,0.6139071986888239
P30076,45-54,Man,North,No degree,73.9,6.6,7.0,0.2026,1,1,1.178524546062652
P30086,18-24,Woman,South,No degree,83.7,4.4,7.6,0.1843,1,1,0.9285480405571193
P30171,18-24,Non-binary / other,North,No degree,72.7,5.3,8.7,0.167,1,1,0.873838109125281
P30198,25-34,Man,South,No degree,80.4,5.7,10.0,0.2045,1,1,0.9163799524011521
P30200,35-44,Woman,Midlands,No degree,66.1,4.8,7.8,0.1364,1,1,1.2417579240060994
P30215,55-64,Man,Midlands,No degree,78.9,7.9,7.9,0.2607,1,1,1.5007291803873264
P30274,25-34,Woman,Scotland/Wales,No degree,59.6,6.3,7.3,0.1466,1,1,1.0869529152590018
P30334,35-44,Man,South,Degree,60.1,7.0,5.5,0.2521,1,1,0.7369565702024881
P30343,18-24,Man,Scotland/Wales,Degree,61.0,4.7,5.7,0.1925,1,1,0.7378476125060859
P30444,45-54,Woman,Midlands,Degree,71.6,6.3,7.0,0.2842,1,1,0.94702483247465
P30521,55-64,Woman,London,No degree,68.5,7.7,8.8,0.2361,1,1,1.2760699867664655
P30525,45-54,Man,South,Degree,66.4,8.3,8.3,0.3255,1,1,0.838955983293333
P30644,35-44,Man,London,Degree,83.6,7.1,5.6,0.4115,1,1,0.7073530874284455
P30654,25-34,Man,Midlands,No degree,83.4,5.9,7.0,0.2219,1,1,1.0344220533467472
P30670,25-34,Man,North,Degree,76.1,4.5,5.0,0.2491,1,1,0.577735865296503
P30681,55-64,Man,South,Degree,72.4,8.5,10.0,0.3653,1,1,0.89065043049051
P30738,25-34,Woman,London,Degree,92.1,8.5,8.4,0.5176,1,1,0.5892465987076719
P30773,25-34,Woman,London,Degree,92.7,5.3,6.1,0.3948,1,1,0.5892465987076719
P30778,35-44,Non-binary / other,South,Degree,39.9,7.4,7.2,0.1812,1,1,0.7369565702024881
P30880,35-44,Woman,London,Degree,81.0,6.0,7.6,0.3553,1,1,0.7073530874284455
P30900,25-34,Woman,North,Degree,82.5,7.1,6.5,0.3696,1,1,0.577735865296503
P30945,18-24,Woman,Midlands,No degree,80.5,6.0,5.8,0.2128,1,1,1.0481575554194622
P30998,18-24,Woman,London,No degree,74.9,7.6,6.3,0.2618,1,1,0.8912483447067236
P31020,35-44,Woman,North,No degree,65.0,6.1,5.2,0.1592,1,1,1.0352407333175977
P31076,35-44,Woman,Midlands,Degree,74.8,6.0,5.5,0.2901,1,1,0.8318865188819854
P31085,35-44,Man,Scotland/Wales,Degree,71.0,4.3,7.3,0.2213,1,1,0.8741320565797465
P31087,25-34,Woman,Midlands,No degree,55.8,6.2,4.6,0.1337,1,1,1.0344220533467472
P31182,45-54,Woman,Scotland/Wales,No degree,65.4,4.5,5.7,0.1289,1,1,1.4854128665738215
P31377,25-34,Man,London,No degree,75.4,6.2,8.4,0.223,1,1,0.8795690476175343
P31458,25-34,Man,Scotland/Wales,Degree,69.8,8.1,6.8,0.3365,1,1,0.7281785438068972
P31462,45-54,Non-binary / other,South,Degree,73.4,6.6,8.9,0.3031,1,1,0.838955983293333
P31465,45-54,Man,London,Degree,80.4,4.7,5.2,0.3061,1,1,0.8052551927667212
P31483,35-44,Man,Scotland/Wales,No degree,72.6,4.5,5.5,0.1496,1,1,1.3048178847091474
P31511,25-34,Woman,South,Degree,72.8,6.4,6.5,0.2934,1,1,0.6139071986888239
P31614,35-44,Woman,Scotland/Wales,No degree,84.0,5.0,7.9,0.2004,1,1,1.3048178847091474
P31628,35-44,Woman,South,No degree,52.5,4.6,6.0,0.0994,1,1,1.1000558849386992
P31672,45-54,Woman,South,No degree,48.4,6.6,6.8,0.1211,1,1,1.252310521327989
P31721,55-64,Woman,South,Degree,66.6,5.4,5.2,0.2337,1,1,0.89065043049051
P31761,35-44,Woman,South,No degree,87.5,8.8,8.8,0.3336,1,1,1.1000558849386992
P31877,25-34,Man,London,Degree,71.3,4.9,8.0,0.268,1,1,0.5892465987076719
P31886,45-54,Man,Midlands,No degree,65.9,4.1,7.0,0.1232,1,1,1.4136250116619258
P31970,25-34,Woman,North,No degree,78.3,5.4,8.0,0.189,1,1,0.8623869631624932
P31986,25-34,Man,Scotland/Wales,No degree,91.8,7.1,10.0,0.2972,1,1,1.0869529152590018
P32011,45-54,Woman,South,No degree,97.1,5.5,7.2,0.271,1,1,1.252310521327989
P32029,25-34,Woman,South,No degree,95.8,6.9,6.9,0.3107,1,1,0.9163799524011521
P32074,25-34,Man,North,No degree,88.1,5.0,6.9,0.2166,1,1,0.8623869631624932
P32088,55-64,Woman,Scotland/Wales,Degree,70.6,7.4,9.1,0.3161,1,1,1.056434156336229
P32143,25-34,Woman,South,No degree,94.3,4.1,4.8,0.2174,1,1,0.9163799524011521
P32228,35-44,Man,London,No degree,83.0,7.6,5.9,0.3011,1,1,1.055866733559916
P32386,55-64,Woman,London,No degree,80.7,5.2,6.6,0.2173,1,1,1.2760699867664655
P32400,55-64,Man,Scotland/Wales,Degree,61.2,7.4,7.3,0.2695,1,1,1.056434156336229
P32415,35-44,Woman,Midlands,Degree,93.8,6.5,7.4,0.4113,1,1,0.8318865188819854
P32418,35-44,Woman,North,Degree,76.3,8.0,5.4,0.3685,1,1,0.6935351836258383
P32512,45-54,Woman,Midlands,Degree,55.6,6.0,6.0,0.205,1,1,0.94702483247465
P32652,18-24,Man,Scotland/Wales,Degree,68.0,5.4,8.0,0.2398,1,1,0.7378476125060859
P32653,18-24,Woman,North,No degree,88.7,6.4,5.6,0.2598,1,1,0.873838109125281
P32657,35-44,Woman,South,No degree,81.9,3.4,5.0,0.1557,1,1,1.1000558849386992
P32717,18-24,Woman,Scotland/Wales,Degree,81.8,5.5,6.2,0.3086,1,1,0.7378476125060859
P32791,25-34,Woman,North,Degree,58.8,3.5,4.5,0.1573,1,1,0.577735865296503
P32834,25-34,Woman,London,No degree,73.6,4.1,8.0,0.1642,1,1,0.8795690476175343
P32840,55-64,Man,North,No degree,74.6,6.8,7.5,0.2106,1,1,1.2511423903002707
P32874,18-24,Woman,North,No degree,96.5,5.9,9.2,0.2809,1,1,0.873838109125281
P32893,45-54,Man,North,No degree,47.0,7.4,6.6,0.1315,1,1,1.178524546062652
P32929,45-54,Woman,South,No degree,76.5,6.7,8.6,0.2155,1,1,1.252310521327989
P32947,35-44,Man,London,Degree,53.3,7.7,9.1,0.2711,1,1,0.7073530874284455
P33122,45-54,Man,South,Degree,72.7,6.4,8.9,0.2929,1,1,0.838955983293333
P33184,55-64,Man,London,Degree,68.7,7.5,7.3,0.3427,1,1,0.8548730784146957
P33195,55-64,Woman,London,Degree,55.7,7.8,5.6,0.2859,1,1,0.8548730784146957
P33207,45-54,Woman,South,No degree,26.1,7.4,5.7,0.084,1,1,1.252310521327989
P33230,55-64,Non-binary / other,South,No degree,51.2,7.8,7.3,0.1515,1,1,1.3294748796595566
P33295,35-44,Woman,South,No degree,56.7,7.5,7.2,0.1626,1,1,1.1000558849386992
P33330,65-74,Woman,South,No degree,39.0,6.8,5.7,0.0776,1,1,2.411986885348764
P33343,55-64,Man,North,Degree,48.2,9.2,7.5,0.2648,1,1,0.8381734213821421
P33477,25-34,Man,North,Degree,55.2,8.5,6.4,0.2758,1,1,0.577735865296503
P33499,55-64,Woman,Scotland/Wales,Degree,74.5,6.9,9.3,0.3191,1,1,1.056434156336229
P33619,55-64,Woman,Scotland/Wales,Degree,68.2,6.1,6.0,0.2617,1,1,1.056434156336229
P33621,25-34,Man,Scotland/Wales,No degree,73.1,7.6,6.2,0.2263,1,1,1.0869529152590018
P33705,45-54,Man,London,No degree,66.5,2.9,4.3,0.1203,1,1,1.202005314149092
P33781,18-24,Woman,London,No degree,58.8,6.9,5.7,0.1773,1,1,0.8912483447067236
P33804,45-54,Man,North,Degree,62.9,4.9,5.5,0.2048,1,1,0.7895248043822556
P33810,55-64,Man,North,Degree,33.5,5.9,4.5,0.1299,1,1,0.8381734213821421
P33812,25-34,Woman,London,No degree,84.5,4.7,8.2,0.2193,1,1,0.8795690476175343
P33829,45-54,Man,North,Degree,42.1,7.9,7.2,0.2017,1,1,0.7895248043822556
P33832,25-34,Woman,London,No degree,66.0,7.1,6.4,0.2092,1,1,0.8795690476175343
P33833,25-34,Woman,London,No degree,65.9,5.9,6.8,0.1788,1,1,0.8795690476175343
P33849,18-24,Woman,South,Degree,89.2,6.9,6.5,0.4001,1,1,0.6220589231931138
P33896,25-34,Woman,North,No degree,82.7,7.3,8.6,0.2598,1,1,0.8623869631624932
P33905,35-44,Man,Midlands,No degree,66.4,5.2,7.1,0.145,1,1,1.2417579240060994
P33916,35-44,Woman,Midlands,Degree,65.0,5.0,3.4,0.2159,1,1,0.8318865188819854
P33962,45-54,Man,North,No degree,70.0,7.6,8.1,0.2135,1,1,1.178524546062652
P33968,18-24,Man,North,Degree,71.9,5.2,7.1,0.2512,1,1,0.5854072912387358
P33970,25-34,Woman,Scotland/Wales,No degree,58.4,5.2,7.1,0.1228,1,1,1.0869529152590018
P34036,55-64,Woman,Midlands,Degree,50.1,6.8,4.7,0.2043,1,1,1.005378221891577
P34040,45-54,Man,North,No degree,62.6,4.4,6.8,0.1199,1,1,1.178524546062652
P34066,45-54,Man,North,No degree,59.6,7.3,5.5,0.1678,1,1,1.178524546062652
P34113,18-24,Non-binary / other,London,Degree,85.4,6.7,7.5,0.4065,1,1,0.5970708691316284
P34133,25-34,Man,South,No degree,89.4,3.9,6.6,0.193,1,1,0.9163799524011521
P34185,18-24,Man,North,No degree,70.3,6.9,5.4,0.1964,1,1,0.873838109125281
P34192,35-44,Man,London,No degree,71.4,3.9,6.3,0.1529,1,1,1.055866733559916
P34295,55-64,Woman,Scotland/Wales,No degree,49.8,5.5,4.8,0.1067,1,1,1.5769404300291507
P34339,18-24,Man,South,No degree,72.5,7.0,4.3,0.2075,1,1,0.9285480405571193
P34340,18-24,Woman,South,Degree,60.7,8.2,4.0,0.2929,1,1,0.6220589231931138
P34429,35-44,Man,Midlands,Degree,43.0,6.7,6.9,0.1757,1,1,0.8318865188819854
P34430,65-74,Man,South,No degree,47.4,6.0,7.8,0.083,1,1,2.411986885348764
P34445,45-54,Man,London,No degree,52.0,7.4,7.1,0.1655,1,1,1.202005314149092
P34463,45-54,Man,South,Degree,65.4,6.4,6.1,0.258,1,1,0.838955983293333
P34502,18-24,Man,North,Degree,81.4,3.2,5.9,0.2343,1,1,0.5854072912387358
P34518,55-64,Man,North,Degree,20.4,6.0,6.8,0.0997,1,1,0.8381734213821421
P34544,25-34,Man,South,Degree,92.8,7.1,5.9,0.4288,1,1,0.6139071986888239
P34546,25-34,Man,Midlands,No degree,76.4,7.5,6.2,0.2375,1,1,1.0344220533467472
P34559,25-34,Woman,London,No degree,68.0,4.6,6.6,0.1568,1,1,0.8795690476175343
P34565,18-24,Man,Midlands,Degree,86.0,4.6,9.1,0.2994,1,1,0.7021885048292753
P34629,65-74,Man,Midlands,Degree,73.4,8.5,10.0,0.304,1,1,1.8239976724033413
P34663,55-64,Woman,North,Degree,60.4,7.9,8.4,0.2816,1,1,0.8381734213821421
P34672,25-34,Man,Midlands,Degree,75.5,6.3,7.6,0.3036,1,1,0.6929867282321883
P34700,35-44,Man,Midlands,No degree,88.5,8.4,8.3,0.3248,1,1,1.2417579240060994
P34777,45-54,Man,North,No degree,55.3,4.7,5.2,0.1071,1,1,1.178524546062652
P34780,18-24,Man,Midlands,Degree,90.7,7.1,10.0,0.4165,1,1,0.7021885048292753
P34790,35-44,Man,London,No degree,57.1,7.5,9.6,0.1855,1,1,1.055866733559916
P34800,25-34,Man,Scotland/Wales,No degree,80.8,5.3,6.6,0.1958,1,1,1.0869529152590018
P34816,65-74,Woman,North,No degree,25.7,9.9,9.1,0.0912,1,1,2.2698729274831586
P34906,35-44,Man,South,No degree,66.6,6.0,5.0,0.1622,1,1,1.1000558849386992
P34921,55-64,Woman,Midlands,No degree,66.8,8.2,7.0,0.2167,1,1,1.5007291803873264
P34959,18-24,Woman,Midlands,Degree,82.8,6.4,6.1,0.3455,1,1,0.7021885048292753
P34960,35-44,Woman,South,No degree,80.8,6.9,6.8,0.2392,1,1,1.1000558849386992
P35130,35-44,Woman,South,Degree,92.4,5.6,5.9,0.369,1,1,0.7369565702024881
P35152,35-44,Woman,Scotland/Wales,Degree,86.3,7.5,9.1,0.4064,1,1,0.8741320565797465
P35164,25-34,Man,Scotland/Wales,Degree,92.8,6.3,7.9,0.3978,1,1,0.7281785438068972
P35167,35-44,Man,Midlands,Degree,68.3,5.6,6.2,0.247,1,1,0.8318865188819854
P35175,55-64,Woman,Midlands,Degree,59.9,5.9,6.5,0.2195,1,1,1.005378221891577
P35233,45-54,Woman,North,Degree,50.3,9.2,7.8,0.2747,1,1,0.7895248043822556
P35239,65-74,Woman,South,Degree,48.1,6.3,4.8,0.1434,1,1,1.615853891367582
P35254,25-34,Man,London,Degree,71.7,6.1,5.1,0.3093,1,1,0.5892465987076719
P35288,65-74,Man,South,No degree,26.9,7.5,7.0,0.0657,1,1,2.411986885348764
